reviewText,overall,unixReviewTime,summary,clean_text,sentiment_score,sentiment_label
in my Samsung note 2. fast no delays. transfers data in fon and to pc immediately. Good value for a top rated card.,5.0,1394496000,fast,samsung note   fast delay transfer datum fon pc immediately good value top rat card,0.5859,positive
"Installed in Samsung Galaxy S3.Latest Verizon stock rom supports exFAT, and you can format this your Windows PC.You can also format this NTFS and use several 3rd party apps to mount automatically. (suggest Paragon).",5.0,1374969600,"Fast, works in Samsung Galaxy S3",instal samsung galaxy slatest verizon stock rom support exfat format window pcyou also format ntfs use several rd party app mount automatically suggest paragon,0.6597,positive
I've been using this card in my smartphone for a while now. It had enough room for all of my 20gig of music. Its got tons of pictures and downloads too. Still plenty of room. If you like to store data on your phone this will be good for you. no hiccups so far with this product.,5.0,1390348800,Been in use for over a year,use card smartphone enough room gig music get ton picture download still plenty room like store datum phone good hiccup far product,0.6597,positive
"This will be a very unscientific review as I did not conduct any benchmarks.Purchased this card for my Galaxy Note 2 since T-Mobile only offered the 16GB version of the phone.Review:I researched this purchase prior to buying it on Amazon so I was somewhat hesitant to purchase this card and have to jump through hoops to get it recognized by my Galaxy Note 2.When the card arrived I immediately put it into my phone.  The card was instantly recognized and the phone booted up and mounted the SD Card without any prompting.Boot seemed very fast, faster than the stock card that came with my phone.  Again, unscientifically, this card seems much much faster than my old card.  All my movies and photos seem to come up quickly without much delay.My usable space reported is 59.45GB.I highly recommend this card to anyone.  It is extremely fast and very easy to use (for my Galaxy Note 2 phone at least).Pros:-Phone boots faster-A lot of space to store movies, music and pictures-Worked the first time I plugged it in without any special hoops to jump throughCons:-None",5.0,1361836800,Great Card,unscientific review conduct benchmarkspurchase card galaxy note   since tmobile offer gb version phonereviewi research purchase prior buy amazon somewhat hesitant purchase card jump hoop get recognize galaxy note card arrive immediately put phone   card instantly recognize phone boot mount sd card without promptingboot seem fast fast stock card come phone   unscientifically card seem much much fast old card   movie photo seem come quickly without much delaymy usable space report gbi highly recommend card anyone   extremely fast easy use galaxy note   phone leastprosphone boot fastera lot space store movie music picturesworke first time plug without special hoop jump throughconsnone,0.5728,positive
Use this in my Windows 8 tablet. Works well and I can get close to the published throughput of 30MB/s.,5.0,1399248000,Solid and performs well,use window   tablet work well get close publish throughput mbs,0.2732,positive
Works great with the HD 720P Dual Lens IR Night Vision Car DVR Camera Dash Cam Video Recorder Motion Detection.,5.0,1372982400,Works great with the HD 720P Dual Lens IR Night Vision Car DVR Camera Dash Cam Video Recorder Motion Detection,work great hd p dual lens ir night vision car dvr camera dash cam video recorder motion detection,0.7269,positive
Huge capacity and recognized without a hitch on galaxy s3. Reasonably fast card with huge amounts of storage for a good price.,5.0,1356048000,Great MicroSd,huge capacity recognize without hitch galaxy reasonably fast card huge amount storage good price,0.7579,positive
I bought this item and at first the card was defective however a quick online chat with sandisk and two weeks later I had a new working device. Not much to say other than a Great product and company. Definitely recommend.,5.0,1363478400,Great item and customer service,buy item first card defective however quick online chat sandisk two week later new work device much say great product company definitely recommend,0.7506,positive
Delivery was on time and the device worked perfectly for my Microsoft Surface Pro. I needed extra memory for my Surface and this 64G was perfect.,5.0,1387152000,Delivery was on time and the device worked perfectly for my Microsoft Surface Pro.,delivery time device work perfectly microsoft surface pro need extra memory surface g perfect,0.836,positive
It fits in my phone. It holds lots of stuff. It comes with a reader that works in my laptop.,5.0,1388966400,It works,fit phone hold lot stuff come reader work laptop,0.3612,positive
Great brand and excellent price. I purchased this for my Lenovo IdeaTab A2109 tablet. The adapter comes in handy when I need to use for a standard SD slot.,5.0,1363392000,32GB SD,great brand excellent price purchase lenovo ideatab tablet adapter come handy need use standard sd slot,0.8316,positive
"Works great in my Galaxy SIII, allows me to both take considerable more music and video with me, while also recording more pictures and video.I haven't done speed benchmarks on the card, but when copying mp3's to it at no point did I think &#34;this is a slow piece of crap.&#34;, as I have with other SD cards previously.  The included adapter made it work directly in my laptop as well.I do recommend anyone with a memory card this large does regular backups to their PC or other media - as nice as it is to be able to take 64gb of pictures, it would make it even worse if you lost your phone and they were the only copy.",5.0,1354406400,Great memory card for a Samsung Galaxy SIII,work great galaxy siii allow take considerable music video also record picture videoi not do speed benchmark card copy mp point think slow piece crap sd card previously   include adapter make work directly laptop welli recommend anyone memory card large regular backup pc medium   nice able take gb picture would make even bad lose phone copy,0.3612,positive
"I bought this for the expandable memory in my Galaxy Note 2, and it works perfectly without any issues. It is plug and play, no format required, at least with Jellybean.",5.0,1353974400,Works in Galaxy Note 2,buy expandable memory galaxy note   work perfectly without issue plug play format require least jellybean,0.4878,positive
"Very fast card, works great in my GS4. I wanted something very fast but reliable and this is the ticket.",5.0,1388016000,Use this in my Android Phone and love it,fast card work great gs want something fast reliable ticket,0.6597,positive
"I will start by saying I do not really understand the whole &#34;class&#34; rating system of these cards. This is described as class 10, which to my minor research, is pretty fast at uploading and downloading data. And it seems to me to work just fine. Didn't take very long to upload some HD movies I had on my computer that I wanted on my phone. My thought with buying this was simply this.... Why short change myself? Ill just buy the biggest(capacity) and the alleged 'fastest' and by happy. And I am.",5.0,1376870400,Works perfect.,start say really understand whole class rating system card describe class   minor research pretty fast upload download datum seem work fine not take long upload hd movie computer want phone thought buy simply short change ill buy biggestcapacity allege fast happy,0.7351,positive
"Awesome, just awesome. Great speed also. I use this in a Nikon DSLR, taking 24MP pictures, and this thing rips though them like nothing. I haven't had any heat issues at all or data loss.",5.0,1391644800,High quality,awesome awesome great speed also use nikon dslr take mp picture thing rip though like nothing not heat issue datum loss,0.926,positive
"I have tested this card in both a Samsung Galaxy Note 3 phone and aSamsung Galaxy Tab 3 (10.1-Inchand it was immediately recognized by both devices. As I write this review the card has been running in my Tab 3 and constantly used for over a week.Other reviews have dissected the specs of this card, so I'll share how I use it and why I prefer these over the 64GB cards (which I also own and use). The price point on these 32GB cards have dramatically fallen and as of the date of this review they are priced as commodities. I use a few pairs of these to rotate backups on my laptop, so I always have a daily snapshot of my documents. For that purpose alone these cards are well worth it.For my tablet I have divided my extensive music library into genres and have them backed up to these cards. A 32GB card will hold about 150 CDs, so the space savings along over the physical media is significant. In fact one of these cards cost about the same as a rack for 150 CDs.These are also excellent for saving practice sessions that I sometimes record using my phone or tablet. I pop my primary SD card out of the device and swap one of these in to video record. Since this card will hold about six hours of video it's perfect for that use.Overall, these are reliable cards that have worked in a number of devices I own. I can assure anyone wanting to use them in a newer Samsung Note 2 or 3 phone or Tab 3 tablet that this card will work, and it is also excellent for HD video recording. At the price point it's an absolute bargain.",5.0,1392249600,Perfect for primary and temp storage,test card samsung galaxy note   phone asamsung galaxy tab   inchand immediately recognize device write review card run tab   constantly use weekother review dissect spec card ill share use prefer gb card also use price point gb card dramatically fall date review price commodity use pair rotate backup laptop always daily snapshot document purpose alone card well worth itfor tablet divide extensive music library genre back card gb card hold   cd space saving along physical medium significant fact one card cost rack   cdsthese also excellent save practice session sometimes record use phone tablet pop primary sd card device swap one video record since card hold six hour video perfect useoverall reliable card work number device assure anyone want use new samsung note     phone tab   tablet card work also excellent hd video recording price point absolute bargain,0.9652,positive
"Best price I could find for a high quality Micro-SD for my Samsung S4 cell phone. Every store in the area charged crazy prices for lesser quality cards. Don't even think of buying any sort of card from your cell phone service provider. They are the worst ! Amazon all the way for cell phone accessories. Items like cases, screen protectors , Micro-SD memory cards.",5.0,1388620800,Awesome value,good price could find high quality microsd samsung cell phone every store area charge crazy price less quality card not even think buy sort card cell phone service provider bad   amazon way cell phone accessory item like case screen protector   microsd memory card,0.0516,positive
Purchased this for my Galaxy S3 phone. The phone has 16 GB internal memory and you can't use this with it. Luckily it came with an adapter and I use it in my card reader for storage. I go from the PC to the phone. Its worth the money but remember its useless with the Galaxy S3,4.0,1364774400,Scandisk Ultra 32 GB Micro SDHC,purchase galaxy phone phone   gb internal memory can not use luckily come adapter use card reader storage go pc phone worth money remember useless galaxy,-0.5577,negative
"Got this SD card for my Blackberry Z10, now I have 80gb of total storage! Try doing that iPhone5 lovers!",5.0,1389916800,64gb! NICE!,get sd card blackberry z gb total storage try iphone lover,0.5859,positive
"Sandisk has made great memory products for a very long time. This is no exception. I bought this to expand the memory of a tablet I bought for my fianc&eacute;e, and it works well. I made sure to buy Class 10 because i want the fastest interaction between the device and the storage. Nothing ruins a user experience like waiting for storage to access and being read from, or written to.",5.0,1363219200,great product.,sandisk make great memory product long time exception buy expand memory tablet buy fianceacutee work well make sure buy class   want fast interaction device storage nothing ruin user experience like wait storage access read write,0.94,positive
Works superbly with my Microsoft Surface RT. One of the best micro sdhc card you can get on the market for the price,5.0,1392422400,Good!,work superbly microsoft surface rt one good micro sdhc card get market price,0.4404,positive
This works much better than any sd card I had in the past (I have class 4 off brand cards) and it is perfect for the tablet that I bought it for.,5.0,1366502400,Works much faster than other micro SD cards that I own,work much well sd card past class   brand card perfect tablet buy,0.7003,positive
"It does the job, found it cheaper after I bought it. Bummer is the first thing that came to mind.",5.0,1379030400,COOL,job find cheap buy bummer first thing come mind,-0.3818,negative
I have bought several of these and find they do just what they are designed to hence 5 stars. I recommend this memory card for any electronic device that requires a micro SDHC card and from past experience find that SanDisk is a reputable name brand.,5.0,1390953600,Excellent product,buy several find design hence   star recommend memory card electronic device require micro sdhc card past experience find sandisk reputable name brand,0.3612,positive
A scan disc is a standard thing however the price for this 32GB was a good deal and the shipping was quick. This was a good buy would definitely recommend !,5.0,1389571200,Great Price,scan disc standard thing however price gb good deal shipping quick good buy would definitely recommend,0.875,positive
"Not sure what you can say about a storage disk. It arrived on time, works as advertised. I had no trouble installing it in my new Yoga 10 tablet.",5.0,1404259200,Good choice for my Yoga 10 tablet.,sure say storage disk arrive time work advertise trouble instal new yoga   tablet,-0.1027,negative
"My Droid Razr runs a little slow, is it because of this card?  I can't be sure.  What I am sure about is I put this card into my GoPro Hero 3 Black Edition and the video I record comes out choppy.  So I bought the SanDisk Extreme Pro 16GB version of this card, and the GoPro works fine now.  SanDisk is normally very good, so perhaps I somehow got a bad Ultra card.  I never returned or exchanged it because the warranty had expired before I tried it in my GoPro and knew for sure the card was slow.  The SanDisk Ultra should work in the GoPro Hero 3 according to the GoPro website, so again, perhaps I just got a subpar card...",3.0,1357430400,May be a little slow,droid razr run little slow card   can not sure   sure put card gopro hero   black edition video record come choppy   buy sandisk extreme pro gb version card gopro work fine   sandisk normally good perhaps somehow get bad ultra card   never return exchange warranty expire try gopro know sure card slow   sandisk ultra work gopro hero   accord gopro website perhaps get subpar card,0.7767,positive
good,5.0,1404691200,Five Stars,good,0.4404,positive
Great micro sd card! very helpful to store my media files and has no problem for my Samsung Galaxy note2!!,5.0,1388707200,Great!!,great micro sd card helpful store media file problem samsung galaxy note,0.6369,positive
"Purchased this for my wife's new Samsung Galaxy 5S since she takes so many photos and always runs out of space before downloading to her computer. Okay, who am I kidding, she NEVER downloads them to her computer. I have to do it because, well, I'm a dude and dudes do that sort of thing. Most women (notice I said *most* women) let the guys handle the tech stuff and my wife is certainly no exception. I'm not saying women aren't or cannot be tech savvy, but mine isn't. Ask her a question about hair care products and she'll talk you into a daze, expounding on the virtues of quality, expensive conditioners but she prefers to leave ""that techy junk"" to me. And God forbid if I accidentally write ""your"" instead of ""you're"" in an email but that's for another conversation, preferably over Captain Morgan Special Reserve. However - if I ever need advice on what shampoo to use instead of Pert shampoo and condition-in-one, she will be my go to resource!PROS:It's little, bitty memory card, careful, it's easy to lose.CONS:It's little, bitty memory card, careful, it's easy to lose.",4.0,1400025600,Nice MicroSD At A Good Price,purchase wife new samsung galaxy since take many photo always run space download computer okay kid never download computer well dude dude sort thing woman notice say woman let guy handle tech stuff wife certainly exception say woman not tech savvy mine not ask question hair care product shell talk daze expound virtue quality expensive conditioner prefer leave techy junk god forbid accidentally write instead email another conversation preferably captain morgan special reserve however   ever need advice shampoo use instead pert shampoo conditioninone go resourceprosit little bitty memory card careful easy loseconsit little bitty memory card careful easy lose,0.8998,positive
"Great price, shipped fast, and well packaged. I have an incredible amount of space in my Raspberry Pi now! Class 10 is the way to go...",5.0,1386115200,Love SanDisk!,great price ship fast well package incredible amount space raspberry pi class   way go,0.7351,positive
very usefull to use in the phone also they come with the adpator to SD i will remomend it :),4.0,1387497600,very usefull,usefull use phone also come adpator sd remomend,0.0,neutral
"I purchased this card for use in a Microsoft Surface Pro tablet -- for that, it works great. 64GB is a nice capacity, card was cheap and it works just fine.The problem, however, was in transfer speed. It's rated at &#34;up to&#34; 30MB/sec which I guess is true.. but mine has never reached anywhere close to that. Using 3 different readers (the Surface Pro itself, a higher-end desktop PC with built-in MicroSD reader and an external USB 3.0 MicroSD reader.. in all, it maxed out around 10-12MB/sec (and on multiple smaller files it maxed out closer to about 5MB/sec total). I know it's not the card readers as I have been able to reach speeds of 90MB/sec with other/faster cards.The card itself DOES work fine. For that I give it 5 stars. The price is great for the size, for that I give it 5 stars. The transfer speeds are just disappointing though.. taking 5 minutes to transfer an iTunes movie file is a long time.. it'll take hours to fill the full card.. If you only load data once, it's not so bad, but if you're always adding/deleting/moving data, it's slow and will get annoying quickly!",4.0,1394323200,"Good, cheap card but slow transfers",purchase card use microsoft surface pro tablet   work great gb nice capacity card cheap work finethe problem however transfer speed rat mbsec guess true mine never reach anywhere close use   different reader surface pro higherend desktop pc builtin microsd reader external usb   microsd reader maxe around mbsec multiple small file maxe close mbsec total know card reader able reach speed mbsec otherfaster cardsthe card work fine give   star price great size give   star transfer speed disappointing though take   minute transfer itune movie file long time take hour fill full card load datum bad always addingdeletingmove datum slow get annoying quickly,0.5463,positive
It worked well that one time I put some files on it. It was easily read by my computer and phone. Then I lost it because it was so tiny. Oh well!,5.0,1356566400,If I Could Find It,work well one time put file easily read computer phone lose tiny oh well,0.4404,positive
great sandisk micro SD card. havent had anyproblems with this one. its fast and it loads good. i approve this,5.0,1395878400,Very good SD card.,great sandisk micro sd card not anyproblem one fast load good approve,0.7906,positive
"I bought this for my Galaxy Tab 2 10.1, for some reason I couldnt get it to work in it.  So I put it in my Galaxy Note 2 phone and it works great.  I have 7 movies and other assorted crap on it and it still has plenty of room.",5.0,1365379200,PERFECT,buy galaxy tab    reason could not get work   put galaxy note   phone work great     movie assorted crap still plenty room,0.3612,positive
A+ on product and seller- Came as described- shipping was very fast- I was excited to see how this class 10 was compared to other micro sd cards. I have it in my new galaxy s4- Pulls pictures videos quickly and stores them just as good. I have already recommended this to friends.,5.0,1372118400,Awesome!,product seller come describe shipping fast excited see class   compare micro sd card new galaxy pull picture video quickly store good already recommend friend,0.875,positive
Bought this for my Microsoft Surface Pro for extra storage and it works great I just put it in the slot and it showed up in my computer just like it was supposed to.,5.0,1363564800,Works Great,buy microsoft surface pro extra storage work great put slot show computer like suppose,0.765,positive
Not much to say here other than it works fine.  I use it in the SD RAM slot in my Samsung Galaxy Note 10.1 tablet. No performance issues and will provide more than enough extra storage for a tablet.,5.0,1367452800,Not much to say,much say work fine   use sd ram slot samsung galaxy note   tablet performance issue provide enough extra storage tablet,0.2023,positive
I bought this for my Microsoft Surface rt and it works great with it. I would recommend it to anyone.,5.0,1391904000,Really works great,buy microsoft surface rt work great would recommend anyone,0.765,positive
"This is a great card and the write speeds are fast enough for your more intensive workloads, like video. I purchased this card for use in a Samsung Galaxy Note II and III and have had no problems with it.",5.0,1400716800,Great Card,great card write speed fast enough intensive workload like video purchase card use samsung galaxy note ii iii problem,0.5994,positive
I bought this to create a larger store for my RPi Model B and it works flawlessly so far. Fast and plenty of space. A good deal for the price I paid.,5.0,1380672000,Works Great for Raspberry Pi,buy create large store rpi model b work flawlessly far fast plenty space good deal price pay,0.6597,positive
I have gotten up to 15(expecting 30 is unrealistic I suppose) and consistently gotten 11 to 13 MB/s with this which is fast enough so that it only takes a few minutes to transfer 20GB at a time. Good little SD card for a good price. I have and will continue to reccomend this microSD. Using in my EVO LTE phone.,5.0,1357084800,Consistent high speeds,get expect   unrealistic suppose consistently get     mbs fast enough take minute transfer gb time good little sd card good price continue reccomend microsd use evo lte phone,0.6743,positive
"Haven't got much to say about this. It's SanDisk, so you know what you're getting. Fast and reliable. Only complaint though is that Amazon wouldn't let me buy more than one in the same order. Other than that, it's just great.",5.0,1366675200,It's SanDisk,not get much say sandisk know get fast reliable complaint though amazon would not let buy one order great,0.5574,positive
"Nothing wrong with it so far. Definitely enjoying it, going to turn it into a bootable card for emergency recoveries, as well as store my device backups on it. It will be my magic-computer-fixing key.",4.0,1361923200,Came as described.,nothing wrong far definitely enjoy go turn bootable card emergency recovery well store device backup magiccomputerfixing key,0.4581,positive
Very good product!!!  Comes with an adaptor to fit regular size card slot.So your good to go for both.( I love it),5.0,1395446400,Works Like it should and Rated the best,good product   come adaptor fit regular size card slotso good go love,0.91,positive
Great price for the size card your getting. Bought this for my S3. Can easily fit all my movies now.,5.0,1356566400,Perfect,great price size card getting buy easily fit movie,0.8402,positive
"This is a great card and holds all of my fun items :-).  I have a mass of ebooks that don't take up much room, and I also get to store my favorite movies on it as well.",5.0,1373414400,I get to store more books and videos,great card hold fun item    mass ebook not take much room also get store favorite movie well,0.91,positive
Use this in my GoPro 3 silver edition.  Even at 1080p/30 I get about 9 hours of video.  Write time is great and I have had no problems writing video to this card real-time.  I have been happy with all of my SanDisk purchases.,4.0,1392940800,For my GoPro 3 Silver.,use gopro   silver edition   even p get   hour video   write time great problem write video card realtime   happy sandisk purchase,0.7269,positive
"One the better names in making computer accessories,  this works just fine in my LG Optimus G Pro, now I have 64GB.  I will purchase again",5.0,1402185600,San Disk Ultra 32GB MicroSDHC,one well name make computer accessory   work fine lg optimus g pro gb   purchase,0.4404,positive
"Many devices cannot use this size of card, but works perfectly in my Samsung GS4. Plenty of additional space for whatever I need. No problems to date. Excellent!",5.0,1386115200,Very good price for a lot of storage. Limited compatibility.,many device use size card work perfectly samsung gs plenty additional space whatever need problem date excellent,0.7351,positive
"Is just what it says it is.  Works great and holds a ton of photos in our camera.  Haven't had any issues with it, but I'm not a techy so can't really compare it to other brands.",5.0,1386547200,Great card for cameras,say   work great hold ton photo camera   not issue techy can not really compare brand,0.6249,positive
I got this SD Card for my phone. Works well. No issues. It was cheap and exactly what I needed.,5.0,1397692800,Good SD Card,get sd card phone work well issue cheap exactly need,0.2732,positive
It was exactly the memory card I ordered. I tested it using the adapter that came with it by plugging it into my computer. Worked great.I replaced the 8 GB card already in my new tablet (a month old) with the new 32GB card and everything ground to a halt. Waiting a long time made no difference.The maximum card size for my tablet is 32GB. I guess for now it's just an ornament. That's why it was the unexpected. That's why it only got 4 stars.Update: the memory card may not be at fault.,4.0,1355702400,The unexpected,exactly memory card order test use adapter come plug computer work greati replace   gb card already new tablet month old new gb card everything ground halt wait long time make differencethe maximum card size tablet gb guess ornament unexpected get   starsupdate memory card may fault,-0.4019,negative
I bought this for my Samsung S4 Acitve. It fit perfectly and I have had no problems with it. The price was really reasonable for the size of GB you get.,5.0,1391126400,Great Memory for the price,buy samsung acitve fit perfectly problem price really reasonable size gb get,0.6124,positive
"Not really much to comment on as I have had good experiences with SanDisk Ultra in the past. They are a little more pricey than some of the other brands but only by a couple bucks. What you get is &#34;no surprises&#34;. They pop into your phone, camera, tablet and basically work forever. I don't run speed tests so can't comment on whether they are plus / minus milliseconds faster than another brand (a millisecond here or there really is not a big deal to me). I've never had a failure with a SanDisk product (or Kingston, another good value).I used it for awhile in my Asus Tablet but currently it has been moved over to my Droid. Works as advertised a was an excellent value.",5.0,1395705600,Good Buy,really much comment good experience sandisk ultra past little pricey brand couple buck get surprise pop phone camera tablet basically work forever not run speed test can not comment whether plus   minus millisecond fast another brand millisecond really big deal never failure sandisk product kingston another good valuei use awhile asus tablet currently move droid work advertise excellent value,0.9429,positive
"Bought these for use in my kids' tablets, have not had any problems with them in several months of use, price was very good and transferring speeds are more than adequate.",5.0,1393632000,Works good,buy use kid tablet problem several month use price good transfer speed adequate,0.2732,positive
"I bought this for a Sansa Clip+, it worked after formatting the card to FAT32.  Can't say much other than I have tons of lossless songs here that were previously on CDs.  What I don't like in general is that manufacturers LIE about real size of cards arguing some technical issue, it's like saying that 2+2=5, when in reality is not, this card like any other card is not 64gb, it's more like 62gb (can't remember exact size, don't have card available at hand).2+2 is not =5.  This card is advertised as 64gb yet in reality is lower, manufactures using false advertising as usual. This kinds of memory cards are a good example of false advertisement.",5.0,1399334400,"Fast, so far so good.",buy sansa clip work format card fat   can not say much ton lossless song previously cd   not like general manufacturer lie real size card argue technical issue like say   reality card like card gb like gb can not remember exact size not card available hand    card advertise gb yet reality low manufacture use false advertising usual kind memory card good example false advertisement,0.6769,positive
"My first computer had 64k of RAM.I just put this in my GoPro Hero camera. It has 1,000,000 time more memory. It is great and it works great too.I just initialized it in the the GoPro and I'm saving pictures.Fantastic",5.0,1390089600,Like this,first computer k rami put gopro hero camera   time memory great work great tooi initialize gopro save picturesfantastic,0.9432,positive
Inserted the memory card in my Galaxy S4 phone and it immediately recognized it. Can you ask for anything more?!,5.0,1391990400,Fits Galaxy S4 without a problem,insert memory card galaxy phone immediately recognize ask anything,0.0,neutral
"Used the h2testw software to check the read/write speed and got write 9.8MB/s and read 16.6MB/s.  I have no complains.or, should I have no complains?Warning: Only 1000 of 15185 MByte tested.Test finished without errors.You can now delete the test files *.h2w or verify them again.Writing speed: 8.98 MByte/sReading speed: 16.4 MByte/sH2testw v1.4compared to the 4x cardWarning: Only 1000 of 14737 MByte tested.Test finished without errors.You can now delete the test files *.h2w or verify them again.Writing speed: 4.39 MByte/sReading speed: 16.4 MByte/sH2testw v1.4",4.0,1367366400,great,use htestw software check readwrite speed get write mbs read mbs   complainsor complainswarne     mbyte testedtest finish without errorsyou delete test file hw verify againwrite speed   mbytesreade speed   mbyteshtestw vcompare x cardwarne     mbyte testedtest finish without errorsyou delete test file hw verify againwrite speed   mbytesreade speed   mbyteshtestw v,0.0,neutral
I bought this for my Samsung Galaxy 10.1. It works great! I have had no problems with it!I would definitely buy this again. Seller was also very fast in shipping!,5.0,1358208000,SAnDisk Ultra 32GB micro SDHC memory card,buy samsung galaxy   work great problem iti would definitely buy seller also fast shipping,0.6249,positive
its perfect and easy to use and conect fast to the camera its give you 9940 photo and 45m video with sony cam 18mp,5.0,1371081600,perfect,perfect easy use conect fast camera give   photo video sony cam mp,0.765,positive
"What's more to say, this is the biggest MicroSDXC card at the time with the reliability of Sandisk with great speed.  I have one in all of my tablets and both mobile phones.  I have yet to have an issue with this card and don't expect to.",4.0,1377388800,Ultra Reliable with great speed,say big microsdxc card time reliability sandisk great speed   one tablet mobile phone   yet issue card not expect,0.6249,positive
"Great product for the sale price, hard to beat 37$ for 64GB. Worked well on the PC, then on a Dell Venue 8 Pro tablet. Speed is nothing to write home about, but close to what manufacturer suggested (30/10)",5.0,1390348800,Works Well,great product sale price hard beat   gb work well pc dell venue   pro tablet speed nothing write home close manufacturer suggest,0.7003,positive
"The card works in the above mentioned phones but I did have to format it using another program downloaded for Windows. Windows will not let you format the card for FAT32 which is the format you need to use for the phones to see the card. The also could not format the cards correctly on their own, but once I was able to format them properly, they worked perfectly.",5.0,1359936000,Works in Galaxy S3 (SPH-L710) and Epic 4G Touch (SPH-D710)),card work mention phone format use another program download window window let format card fat format need use phone see card also could format card correctly able format properly work perfectly,0.6369,positive
I bought 2 of these.  They arrive before the due date and were in perfect shape. I installed one in an old smart phone and it is working again.  Good service.,5.0,1353283200,good product,buy     arrive due date perfect shape instal one old smart phone work   good service,0.8519,positive
the card arrived promptly in good condition. i don't use exfat so i reformatted it to ntfs but fyi some for example cameras only recognize fat32 so keep that in mind. i have used this for a few months now and have had absolutely no issues. a great value imho.,5.0,1364169600,"great price, good value",card arrive promptly good condition not use exfat reformatte ntfs fyi example camera recognize fat keep mind use month absolutely issue great value imho,0.8943,positive
this microsdhc card fit perfect in my grandsons tablet. its great to be able to download extra music and games for him.,5.0,1357257600,works perfect,microsdhc card fit perfect grandson tablet great able download extra music game,0.8834,positive
"I got this on sale for $42.99, which is really low for what it is. As soon as it arrived I transferred all the data from the 8GB Micro SD that was in my Samsung Galaxy S III to this SD card, at first my phone didn't see the card, I rebooted my phone and now everything is in perfect working order. I don't know what I'm going to do with all this space, but I'm sure I'll figure something out.",5.0,1371254400,So Much Space,get sale   really low soon arrive transfer datum gb micro sd samsung galaxy iii sd card first phone not see card reboot phone everything perfect working order not know go space sure ill figure something,0.204,positive
Brand speaks for itselfRecommend to a size 64 GBPrice is a bit highSanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card,5.0,1390003200,Brand speaks for itself,brand speak itselfrecommend size   gbprice bit highsandisk ultra   gb microsdxc class   uhs memory card,0.0,neutral
"I ordered this memory card because, obviously i needed more space on my phone. One of the reasons why I prefer android to apple products is it is way easier to upgrade storage space with android. My memory card arrived when I expected it to and now I have more than enough space on my galaxy S4....... I once gave this product a five star and everything before this sentence is the review from when I was satisfied with it. But now I'm having problems. I can't delete stuff of of the sd card. I tried formatting it on both my phone and my computer but nothing well delete so now I'm giving it a two star.",2.0,1382572800,it does exactly what it is supposed to,order memory card obviously need space phone one reason prefer android apple product way easy upgrade storage space android memory card arrive expect enough space galaxy give product five star everything sentence review satisfied problem can not delete stuff sd card try format phone computer nothing well delete give two star,0.3582,positive
"Excellent product, comes with an full size SD card adapter. I consistently got 10MBps writes and 32 MBps reads. (note its MBps not Mbps). Highly recommended.",5.0,1369008000,10MBps writes + 32MBps reads - Fabulous!,excellent product come full size sd card adapter consistently get mbps write   mbps read note mbps mbps highly recommend,0.7574,positive
"Phone's internal memory was nearly always full, so it was obvious I needed some more memory. SanDisk is reliable. The card performs to spec, and is fast!",5.0,1394409600,Gave my internal memory on my Samsung Galaxy S3 a break,phone internal memory nearly always full obvious need memory sandisk reliable card perform spec fast,0.0,neutral
well what can you say for the card it has plenty of memory and cam wouldn't work with out it so it's a must have Thanks,5.0,1358208000,room to record,well say card plenty memory cam would not work must thank,-0.0026,neutral
"This is one of those products that either works or it doesn't (which rarely happens), so what can I say.  It work's great.  32 GB allows plenty of room for storage in my tablet, and with the high rate transfer speed apps run as quickly as if they were using internal memory storage.",5.0,1388361600,Good product at a fair price.,one product either work not rarely happen say   work great    gb allow plenty room storage tablet high rate transfer speed app run quickly use internal memory storage,0.7184,positive
"With the small 16 G onboard memory in this Tablet, the added 32 makes it pleasurable for textbooks, music and pictures.",5.0,1395273600,Use in my Samsung Galaxy 3 Tablet,small   g onboard memory tablet add   make pleasurable textbook music picture,0.5267,positive
"Like all SanDisk products I have purchases in the past, this little card works just fine in my phone and I have not had any issues at all.",5.0,1376956800,"Works well, great little card",like sandisk product purchase past little card work fine phone issue,0.4654,positive
"What else does one need, right?And it does come with the adapter in case you want to use it on the SD slot. or put it into a flash drive adapter to use on your usd PC port.Great price here!!!",5.0,1391644800,You install it and it works....,else one need rightand come adapter case want use sd slot put flash drive adapter use usd pc portgreat price,0.0772,positive
"If you're using this on a device that records video and photos, this is highly recommended. The class 10 classification means this thing will keep up with what you're recording without skipping a beat. This is perfect for devices such as the GoPro cameras.",5.0,1401667200,It works,use device record video photo highly recommend class   classification mean thing keep record without skip beat perfect device gopro camera,-0.0529,negative
Nice product very helpfully . We believe in this products san disk if we need more we do not hesitate to buy another one.,5.0,1397088000,Good,nice product helpfully   believe product san disk need hesitate buy another one,0.6124,positive
"Card works great. It shipped very quickly. It doesn't hold 64GB of data, more like 59GB but either way it gives me all the space I need on my phone for music and pictures.",5.0,1363219200,Great Product,card work great ship quickly not hold gb datum like gb either way give space need phone music picture,0.765,positive
"awesome little sd card, my phone is 32GB but I still wanted more for music and videos and this totally works great, as soon as I put it on my phone read it and also it is fast.. I am happy with my purchase..",5.0,1398902400,for Galaxy Note 3..,awesome little sd card phone gb still want music video totally work great soon put phone read also fast happy purchase,0.9257,positive
